1001	1	노트북5	650000	745000	true	20503005
1002	1	Odyssey	900000	1170000	false	20503005
1003	1	노트북9	852000	1151000	true	20503005
1004	1	울트라PX	332000	597000	true	20703003
1005	1	그램14ZD	835000	1045000	true	20703003
1006	1	그램15ZD	900000	1137000	true	20703003
1007	1	맥북프로	1140000	1598000	true	20811205
1008	1	맥북에어	855000	1199000	true	20811205
1009	1	맥북프로2	900000	1598000	true	20811205
1010	2	G패드3	189000	258000	true	20703003
1011	2	갤럭시탭A	175000	253000	true	20503005
1012	2	갤럭시탭S3	342000	526590	true	20503005
1013	2	아이패드 프로	600000	879320	true	20811205
1014	2	아이패드	284000	372280	true	20811205
1015	3	아이맥	1500000	1902000	true	20811205
1016	3	24v570-GR31K	6500000	719000	true	20703003
1017	3	24v570-GR51K	7000000	782000	true	20703003
1018	3	DM400S6A-HOME24H	300000	500000	true	20503005
1019	3	DM500T7A-A59	800000	1102000	true	20503005
1020	4	삼성32형커브드	199800	299000	true	20503005
1021	4	삼성LED28형	159200	249000	true	20503005
1022	4	LG전자31형	168000	299000	true	20703003
1023	4	울트라와이드커브드	940000	1290000	true	20703003
1024	5	6D	2540000	3130000	true	21300001
1025	5	5D	4140000	5810000	true	21300001
1026	5	200D	1145000	1560000	true	21300001
1027	5	80D	754000	1080000	true	21300001
1028	5	D750	954000	1440000	true	21652203
1029	5	D850	4847000	6000000	true	21652203
1030	5	D810	1971500	2267000	true	21652203
1031	5	D500	1379000	1705000	true	21652203
1032	5	D5	5754000	6870000	true	21652203
1033	5	알파A99	3908000	4745000	true	21102001
1034	5	알파A77	704000	916600	true	21102001
1035	5	알파A57	2859000	499180	true	21102001
1036	6	A9	5754000	7657500	true	21102001
1037	6	A6000	393300	542000	true	21102001
1038	6	A7	884000	1230000	true	21102001
1039	6	M100	431000	746960	true	21300001
1040	6	M6	510800	678000	true	21300001
1041	6	M10	281100	430000	true	21300001
1042	6	J5	215100	335330	true	21652203
1043	6	J1	181200	278000	true	21652203
1044	6	V2	630000	818000	true	21652203
1045	7	디오스	814000	1131700	true	20703003
1046	7	지펠	924000	1308250	true	20503005
1047	7	클라쎄	732200	1064500	true	21700002
1048	8	트롬	575820	775620	true	20703003
1049	8	플렉스워시	924000	1488360	true	20503005
1050	8	통돌이	317520	595370	true	20703003
1051	8	버블샷	405000	803540	true	20503005
1052	8	공기방울	122200	272650	true	21700002
1053	9	MS23F301TAW	43200	83660	true	20703003
1054	9	ML32B	398000	504350	true	20503005
1055	9	MW20MD	54000	83520	true	20503005
1056	9	KR-L202BMP	30200	54810	true	21700002
1057	10	C40	65200	100910	true	21702012
1058	10	C30	69200	101910	true	21702012
1059	10	C30	69200	101910	true	21722051
1060	10	프란시스X7	218200	325260	true	21722051
1061	10	프란시스X3	150000	219450	true	21722051
1062	11	OLED65C7P	1810500	2316180	true	20703003
1063	11	OLED55B7F	1500000	2082220	true	20703003
1064	11	QN49Q7FAMF	875200	1273800	true	20503005
1065	11	QN65Q7FAMF	2998500	3611250	false	20503005
1066	11	브라비아	3457000	4158100	true	21102001
1067	12	HW-MS651	135200	207520	true	20503005
1068	12	SJ9	678000	997750	true	20703003
1069	12	BZ-T3400	39990	87000	true	21003002
1070	12	Milwaukee	71000	106130	true	21003002
1071	12	GTK-XB7	197500	372884	true	21102001
